,Unnamed: 0,Author,Published,Comment,Likes,Dislikes,Article,Keyword,Year,Month,Day,Sentiment
2815,2815,'Tiago Medeiros,2017-03-23T18:50:46,descoberta cara g nio perceber n pode ter energia negativa acorda n ningu m percebido antes porque ningu m tava olhando pra dados detalhadamente qualquer atento acharia,14,63,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2819,2819,'Fabiana Carvalho,2017-03-23T20:33:30,aqui brasil estudante plantando feij algod feira ci ncias,63,0,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2824,2824,'Wilson Pereira,2017-03-23T19:57:45,jovem fazendo bem humanidade n acreditar nisso milagre,16,1,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2826,2826,'Mauro Aloizio,2017-03-23T20:14:57,interessante nessas farsas nasa sempre s posi fot grafo respons vel imagens,2,5,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2828,2828,'Rocha,2017-03-23T20:03:06,show vc motivo orgulho,7,1,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2829,2829,'Fabricio Rezende,2017-03-23T19:58:15,estudantes usp descobriram sensores ilusionismo cabe palmeirenses gravando dados falsos dizendo s campe es mundiais desde tipo esquizofr nia coletiva faz acreditem fax parab ns estudantes,10,4,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2833,2833,'Renato Lenas,2017-03-23T17:54:37,kkkkkkkkkkkkkkkkkkkkkkkkkkk j havia feito vladimir v,8,2,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2837,2837,'Marcos Rodrigues,2017-03-23T18:56:43,enquanto brasil jovem est cantando deu onda outras coisas cedo tarde jovem amadurece problema aqui pa s pode levar m dia anos,35,2,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2843,2843,'Giovani Oliveira,2017-03-23T19:35:17,menino ainda ser notado admirado futuro pr ximo fera,8,0,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2844,2844,'Lianda Miranda,2017-03-23T19:29:50,bom saber ainda existem jovens procuram coisas valor n futilidades modernismo dias atuais,6,1,O estudante de 17 anos que corrigiu dados da Nasa,NASA',2017,3,23,Positive
2850,2850,'Maria Barreto,2017-03-23T19:20:42,michel telo bom,5,1,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2855,2855,'Bispo Zan,2017-03-23T19:12:21,assim dimens s alegria paz harmonia ser superior ent coloca projeto surge cidade eterna passa existir algum momento eternidade passada cidade mundo eterno fica trilh es trilh es trilh es kilometros distancia planeta terra,1,3,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2856,2856,'Danielle,2017-03-23T19:11:47,verdadeiro genio,2,3,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2865,2865,'Adnyllce Kelly,2017-03-23T17:48:54,enquanto brasil dan arinas bonde maravilhas sabe onde fica maior parte floresta amaz nica,303,5,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2868,2868,'Marcos Machado,2017-03-23T17:38:28,astrof sico doutorado uita universidade itapipoca ce ultimas pesquisas estudado padr radia ajustado efeito doppler ocasionado mudan radia solar atinge superf cie mar vermelho alterada menstrua baleia azul posso afirmar jovem ir longe embarcar avi jal japan air lines poder ir longe ainda parab ns,18,26,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2869,2869,'Rene Silva,2017-03-23T18:35:31,parmera precisa contratar moleque pra ver encontra mundial,7,1,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2870,2870,'Torcedor FanÃƒÂ¡tico,2017-03-23T18:23:22,aqui brasil estudantes n sabem capital brasil importante saber novo funk x x t p u,71,3,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2871,2871,'Sergio Maia,2017-03-23T18:26:09,parab ns menino brit nico aqui brasil jovem detectou anomalia onde presos faziam liga es dentro pres dio ordenar execu es rua resultado jovem nunca visto condecorado grande sumi,49,1,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2872,2872,'Mister SatÃƒÂ£,2017-03-23T18:19:33,enquanto estudantes aqui ocupam escolas saber porque universit rios socialistas impedem professores dar aula gritando temer gopi,46,3,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2873,2873,'Angelica Nascimento,2017-03-23T17:47:11,parab ns jovem brit nico brasil educa zero,162,7,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2877,2877,'Comentarista G1,2017-03-23T17:39:18,olha nivel cientista espaciais teoricamente inteligentes capacitados ra humana invas ro s iremos saber come ar chuver bolas fogo lasers c u,10,27,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2885,2885,'Cleo Socialista,2017-03-23T17:30:04,man aposto nunca fez mulher sentir prazer,9,121,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;;',2017,3,23,Positive
2887,2887,'Bruno Cabral,2017-03-23T17:50:24,sr saraiva melhor coment rio dia palmas,4,1,O estudante de 17 anos que corrigiu dados da Nasa,NASA;;;;;;;;;;;;;;;;',2017,3,23,Positive
2899,2899,'Cesar,2016-09-30T12:40:51,contrario ser ter amos mesma liberdade pousa decolar hora quiser solo amaricamo,32,17,Aeronave da Nasa aterrissa no Aeroporto Internacional do Recife,NASA;;;;;;;;;;;;;;;;;',2016,9,30,Positive
2900,2900,'Ricardo,2016-09-30T23:09:26,relaxa cara eua n tanto assim quanto aventureiro piloto pousa maioria pa ses mundo,6,3,Aeronave da Nasa aterrissa no Aeroporto Internacional do Recife,NASA;;;;;;;;;;;;;;;;;',2016,9,30,Positive
2904,2904,'Josier Arruda,2016-09-30T14:01:22,n feito ser bonito ser til,47,0,Aeronave da Nasa aterrissa no Aeroporto Internacional do Recife,NASA;;;;;;;;;;;;;;;;;',2016,9,30,Positive
2907,2907,'Helena Pugliesi,2016-09-30T13:50:34,nasa deveria estudar pol ticos n espa sideral outros planetas busca vida dita inteligente,7,6,Aeronave da Nasa aterrissa no Aeroporto Internacional do Recife,NASA;;;;;;;;;;;;;;;;;',2016,9,30,Positive
2908,2908,'JosÃƒÂ© Junior,2016-09-30T11:40:03,segunda feira dia s h decola preparem ouvidos,8,1,Aeronave da Nasa aterrissa no Aeroporto Internacional do Recife,NASA;;;;;;;;;;;;;;;;;',2016,9,30,Positive
2912,2912,'Luciano Gomes,2016-09-30T10:49:37,impressionante apresentadora bom dia pe,7,3,Aeronave da Nasa aterrissa no Aeroporto Internacional do Recife,NASA;;;;;;;;;;;;;;;;;',2016,9,30,Positive
2914,2914,'Gilson Melo,2017-05-31T22:54:08,futuca bastante sol hora der m quero ver,24,14,Nasa divulga detalhes da primeira missÃƒÂ£o em direÃƒÂ§ÃƒÂ£o ao Sol,NASA;;;;;;;;;;;;;;;;;',2017,5,31,Positive
2916,2916,'Etienes Rodrigues,2018-10-03T07:53:46,disse tudo nobre comentador viagens s luas planet rias n passam alucina,2,7,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,NASA;;;;;;;;;;;;;;;;;',2018,3,10,Positive
2918,2918,'Etienes Rodrigues,2018-10-02T07:26:53,fiquei curioso saber podem voltar ter ido,6,9,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,NASA;;;;;;;;;;;;;;;;;',2018,2,10,Positive
2920,2920,'Comentador,2018-10-03T07:42:41,c rebro menor formiga consigo distinguir realidade fantasia j satisfeito agora dizer outros,1,2,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,NASA;;;;;;;;;;;;;;;;;',2018,3,10,Positive
2925,2925,'Punisher,2018-10-02T12:14:41,nasa apagou fitas originais ida lua grava es estoque mil fitas reutilizadas anos economizar dinheiro parem reflitam not cia empresa dinheiro ir lua n dinheiro comprar fita cassette resolveu apagar filmagens maior feito humanidade d acreditar homem lua,3,10,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,NASA;;;;;;;;;;;;;;;;;',2018,2,10,Positive
2932,2932,'Carlos Menezes,2018-10-02T08:19:57,gente f cil saber nunca lua hoje astronautas precisam esconder dentro espacial lugar refor ado causa explos es massa coronal sol agora imagina traquitanas papel alum nio poderiam proteger astronautas dessas explos es nuncaaaaaaaa kkkkkkkkk,3,19,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,NASA;;;;;;;;;;;;;;;;;',2018,2,10,Positive
2936,2936,'Comentador,2018-10-02T07:53:25,n acreditar saber vc n sabe nada ci ncias n sabe poss vel sim,10,1,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,NASA;;;;;;;;;;;;;;;;;',2018,2,10,Positive
2941,2941,'Rafael Santos,2018-10-02T08:43:36,fala n tecnologia poca feito vai dar pesquisada sobre avi sr projeto avan ado at padr es atuais feito lockheed mesma poca participavam programa apollo assim tamb m grumman poca desenvolveu f ca super avan ado ficou servi at eua ainda voa iran mesma poca empresa desenvolvia m dulo lunar nasa sabe voc espert fica apontando falhas programa apollo aponte falhas tamb m nestes dois aiv es,8,2,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,NASA;;;;;;;;;;;;;;;;;',2018,2,10,Positive
2948,2948,'Comentador,2018-10-02T07:56:11,analfabetos cient ficos n sabem espa n ar nunca viram nenhuma foto primeiros avi es carros tamb m pareciam geringon perto hoje funcionavam bem,8,0,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,NASA;;;;;;;;;;;;;;;;;',2018,2,10,Positive
2962,2962,'Sine Timore,2018-10-01T22:22:29,n aceita fato homem ter pisado lua n deveria usar computador tomar medicamentos industrializado viajar avi ser ignorante direito qualquer pessoa s n pode orgulhar disso,14,4,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,"NASA"";;;;;;;;;;;;;;;;'",2018,1,10,Positive
2970,2970,'Agildo Moraes,2018-10-01T19:39:45,nunca ser vivo passou radiacao allan belt,9,8,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,NASA;;;;;;;;;;;;;;;;;',2018,1,10,Positive
2972,2972,'Geraldo Braganca,2018-10-01T19:38:16,sim vitorioso tal nave explodiu matou astronautas todos,4,3,Nasa completa 60 anos com planos de voltar ÃƒÂ  Lua,NASA;;;;;;;;;;;;;;;;;',2018,1,10,Positive
2988,2988,'Alison souza,2018-11-27T10:22:12,marcos silva acho s planeta m s s dias pra fazer c lculos lembrando vc deixou calcular uns dias x x khm distancia ate boa n calcula idade quer dar sabich,3,1,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,27,Positive
2989,2989,'Lucas Screw,2018-11-26T15:24:29,pessoas matam insetos animais tudo atrapalha conforto ser humano agora encontrar vestigio larva nm faz ra nenhuma marte vai fazer alvoroso ser humano nunca valor sempre quer,8,7,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
2993,2993,'Anizio Azevedo,2018-11-26T10:46:45,sucesso ser homem lua,23,53,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
2994,2994,'Lucas Screw,2018-11-26T16:35:23,concordo voc carlos pessoas pensa s porque metal refletor lua ja faz conclus ser humano pessoa colocou la acredito lua enviarao robo n ser humano,0,1,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
2996,2996,'Eduardo Oliveira,2018-11-26T17:05:43,sucesso todos detalhes t cnicos d vidas ser motivo muita comemora toda equipe envolvida miss humanidade orgulha pessoas capacidade determina fazer evolu conhecimento,20,0,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3000,3000,'Carlos Menezes,2018-11-26T17:13:45,pousar correto estagi rios j est viajando maionese,5,1,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3003,3003,'Lucas Screw,2018-11-26T17:01:39,n preocupe planeta terra aqui bilhoes ate trilhoes ano vai ficar trilhoes unica diferenca positiva ser humano sera extinto ai sim natureza vai agradecer,1,3,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3005,3005,'Ernani,2018-11-26T15:17:03,ser somente algu m est achando busca desenfreada bilion ria busca coloniza outro planeta movida previs catastr fica futuro planeta est buscando lugar onde seres humanos possam viver perpetuar esp cie,9,19,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;',2018,11,26,Positive
3025,3025,'David Msf,2018-11-26T15:09:57,n sol nascer sol deixa c u planeta azulado duas luas marte s pequenas demais serem vistas deste tamanho c u furo ilustrador,2,1,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3026,3026,'Flavio,2018-11-26T15:01:21,al m acabar terra querem acabar outros planetas natureza ser humano destrui tomara n consigam nada l,4,4,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3028,3028,'Chanceler Brick,2018-11-26T10:14:44,levem lularapio pra l gosta vermelho,158,43,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3037,3037,'Roberto Lima,2018-11-26T13:00:54,tomara novas descobertas enrique am conhecimento humano,16,2,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3041,3041,'Jorge Fraga,2018-11-26T13:55:36,vez terra poucos anos nao poder suportar vida politicos chance terraqueos,1,0,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3042,3042,'Lucas Screw,2018-11-26T13:28:39,agora sim aqui planeta terra milh es pessoas hospital milh es pessoas desembregadas milh es vivendo rua nasa gasta bilh es reais descobrir vida marte boa ser humano continua assim kkkk,5,28,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3048,3048,'Edfu Deire,2018-11-26T11:58:15,enquanto brazukill n conseguimos fazer linha nibus funcionar hor rio,40,0,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3054,3054,'Jorge Fraga,2018-11-26T11:27:39,david voce inteligente deve fazer sucesso farmacia onde voce trabalha repositor estoques,3,3,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3062,3062,'Jaime Piedade,2018-11-26T11:12:40,deve ser extra terrestre tamb m,4,0,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3065,3065,'Samir Khalil,2018-11-26T10:43:11,estarei filmando aterrissagem super teck pix ultra hight hd comprada parcelas r pe j tecnomania,28,5,Sonda da Nasa deve pousar nesta segunda (26) em Marte,NASA;;;;;;;;;;;;;;;;;',2018,11,26,Positive
3072,3072,'Guilherme Padovani,2011-12-14T10:41:29,gl ria deus criador todas coisas detentor toda ci ncia,0,0,Sonda da Nasa tira novas fotos de lua de Saturno,NASA;;;;;;;;;;;;;;;;;',2011,12,14,Positive
3085,3085,'Wesley Melis,2011-12-14T13:39:43,engra ado pensar sep ode fazer uam sonda chegar at saturno n pode saber h dentro ir mercado n saber vende l,0,0,Sonda da Nasa tira novas fotos de lua de Saturno,NASA;;;;;;;;;;;;;;;;;',2011,12,14,Positive
3086,3086,'jariel alves,2011-12-14T14:58:38,pura mentira imagem dessa at melhor fa d max ainda coloco uams estrelas fundo aff povo acredita foto real,0,0,Sonda da Nasa tira novas fotos de lua de Saturno,NASA;;;;;;;;;;;;;;;;;',2011,12,14,Positive
3095,3095,'Luana Lima,2011-11-11T11:11:13,boa sorte pesquisa,0,1,Nasa comeÃƒÂ§a preparaÃƒÂ§ÃƒÂ£o para lanÃƒÂ§amento de robÃƒÂ´ a Marte,NASA;;;;;;;;;;;;;;;;;',2011,11,11,Positive
3096,3096,'JoÃƒÂ£o Vitorino,2012-02-04T19:19:33,bem queria estar selecionados boa sorte futuros exploradores,0,0,Nasa recebe 6 mil solicitaÃƒÂ§ÃƒÂµes para nova turma de astronautas,NASA;;;;;;;;;;;;;;;;;',2012,4,2,Positive
3098,3098,'Victor Santos, 25 Nov 2012 16:33:40,bra dissessem imagem feita algum dispositivo lan ado pr prio rob fim tudo bem pois imagem panor mica agora historinha autofotografar imagens fazer montagem aparecer bra n cola n haveria interessante nasa esconder suposto bra rob inten autofotografia capturar imagens reas t cheirando ca purinho,0,0,"Cientista cita descoberta histÃƒÂ³rica em Marte, mas Nasa reduz expectativas",NASA;;;;;;;;;;;;;;;;;',2012,11,25,Positive
3099,3099,'Pablo Matos, 22 Nov 2012 19:00:32,foto montagem feita imagens tiradas pr prio rob modo dessa forma pudesse v lo inteiro aparecer bra auto retrato,0,0,"Cientista cita descoberta histÃƒÂ³rica em Marte, mas Nasa reduz expectativas",NASA;;;;;;;;;;;;;;;;;',2012,11,22,Positive
3100,3100,'Marquim,2013-04-25T15:34:57,estranha foto marcas rodas est tipo circulo n aparentando chegou at conta pr pria pois n marcas indicando negocios parecem pegadas ta estranhho,0,0,"Cientista cita descoberta histÃƒÂ³rica em Marte, mas Nasa reduz expectativas",NASA;;;;;;;;;;;;;;;;;',2013,4,25,Positive
3101,3101,'Valeria Benedito,2013-03-24T13:12:24,digo sat lite bom captar imagens,0,0,"Cientista cita descoberta histÃƒÂ³rica em Marte, mas Nasa reduz expectativas",NASA;;;;;;;;;;;;;;;;;',2013,3,24,Positive
3105,3105,'Jesa Nideck,2012-11-27T23:47:38,bem ricos mudarem todos pra l melhor bom aproveitar levar tamb m todas institui es financeiras certeza ningu m aqui terra ir passar fome coitados pobres cultivar terra ter comer ouro salve esp rito realmente importa,0,0,"Cientista cita descoberta histÃƒÂ³rica em Marte, mas Nasa reduz expectativas",NASA;;;;;;;;;;;;;;;;;',2012,11,27,Positive
3109,3109,'Luis Facchinetti,2012-11-22T16:02:52,nao outro robo entao tai boa pergunta,0,0,"Cientista cita descoberta histÃƒÂ³rica em Marte, mas Nasa reduz expectativas",NASA;;;;;;;;;;;;;;;;;',2012,11,22,Positive
3110,3110,'Cristiano Abade,2012-11-22T15:46:57,tirou foto deste robo ai cima et,0,0,"Cientista cita descoberta histÃƒÂ³rica em Marte, mas Nasa reduz expectativas",NASA;;;;;;;;;;;;;;;;;',2012,11,22,Positive
3117,3117,'Marcio Bandeira,2013-11-27T06:40:01,mike tat kkkkk nao afirmei nada so usei suposicao colega la pra explicar pq nasa nenhum tipo governo faz pessoas acham deveriam fazer,1,1,Nasa registra explosÃƒÂ£o solar intensa nesta terÃƒÂ§a-feira (19),NASA;;;;;;;;;;;;;;;;;',2013,11,27,Positive
3127,3127,'Wilson Pinho,2015-07-24T23:51:27,bigsean carter ufologia n falam tantos objetos q ca ram rea n digo adotar tecnologia copiar sei l principalmente sistema propuls j ia ajudar,3,10,Nasa divulga imagem inÃƒÂ©dita da atmosfera de PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,7,24,Positive
3134,3134,'Salomon Weetabix,2015-07-24T17:57:55,deixa ser b urro investem milh es v entregar m beijada s brasil faz pra cuba,24,8,Nasa divulga imagem inÃƒÂ©dita da atmosfera de PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,7,24,Positive
3135,3135,'Diogo Querol,2015-07-24T16:24:57,novamente nasa enganando gente hist ria combina cores artificiais imagem n real dar canetinha pra crian pintar forma acha imagina mal sabem direito real composi planeta estudos ainda s vagos preliminares mesma coisa fazem gal xias pintam cores maravilhosas,116,291,Nasa divulga imagem inÃƒÂ©dita da atmosfera de PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,7,24,Positive
3136,3136,'Manoel Lima,2015-07-26T00:24:00,n preciso provar nada pra ningu m fatos est sugiro ler alguns artigos laborat rio fisica aplicada universidade jonhs hopkins onde nave projetada constru comandada poderia explicar pra voc n vale pena n discuto n conhecimento assunto caso particular n capacidade entender ps n merecia resposta,9,4,Nasa divulga imagem inÃƒÂ©dita da atmosfera de PlutÃƒÂ£o,NASA;;;;;;;;;;;;;;;;;',2015,7,26,Positive
